Duplicate_Meeting_Flag,CTERM_TERM_CD,Term,Acad_Year,Class_Subject_Code,Class_Catalog_NBR,Class_Section,Short_Class_Description,Course_Description,Class_Component_Code,Class_Component,Day10_Enroll,Instruction_Mode_Code,Class_Subject,Instruction_Mode,Course_Topic_Description,Class_Acad_Org_Code,Class_Acad_Org,Class_Academic_Career_Code,Class_Academic_Career,Class_Academic_Group_Code,Class_Academic_Group,Enrollment_Cap,Room_Capacity_Request,Class_Type_Code,Class_Type_Descr,Course_Grading_Basis,Max_Credits,Min_Credits,Variable_Credits_Flag,Class_Campus_Code,Class_Campus,Class_Location,Building_Code,Room,Room_Type_Code,Room_Capacity,Class_Days,Class_Duration,Class_Start_Time,Class_End_Time,Class_Meeting_Start_Raw,Class_Meeting_End_Raw,CLASS_START_DATE,CLASS_END_DATE,Meeting_Pattern_Descr,Standard_Meeting_Pattern,Associated_Class,Number_of_PIs,Number_of_SIs,Number_of_TAs,Allow_Multi_Enroll_Flag,Equivalent_Course_ID,Equivalent_Course,Course_Fee_Flag,Allowable_FinAid_Credits,Course_Repeat_Limit,Autoenroll_Section_Key,Autoenroll_1,Autoenroll_2,CLASS_SID,CLASS_SESSION_CD,Course_ID,Course_Offer_SID,Course_Offer_Number,Class_Number,Course_Topic_ID,CLASS_SCHED_PRINT_INSTR,Course_SID,Class_Primary_Key,crosslist_dup,crosslist_id,Crosslisted_Enrollment_Cap,Crosslisted_Enrollment_Total,Crosslist_Combination_Type,crosslist_descr,CrossListed_Course_Flag
Class of Record,1253,Spring2025,2024,SLHS,5373,001,Pediatric Audiology,Pediatric Audiology,LSA,Lecture - Stand Alone,11,P,Speech Language Hearing Sci,In Person,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,20,20,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0341,147,CLIN,24,NYNNNNN,180,32400,43200,09:00:00 AM,12:00:00 PM,2025-01-21,2025-05-02,,,1,1,,,N,,,N,3,1,1253_SLHS_5373_001,,,319401658,1,003213,41662013,1,9298,0,Y,,1253+9298+SLHS+5373+001,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,5345,001,Motor Speech Disorders,Motor Speech Disorders,LSA,Lecture - Stand Alone,17,P,Speech Language Hearing Sci,In Person,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,20,20,E,Enrollment Section,Graded,2,2,,STORR,Storrs,STORRS,0341,146,CSRM,25,NYNNNNN,120,36000,43200,10:00:00 AM,12:00:00 PM,2025-01-21,2025-05-02,,,1,1,,,N,,,N,2,1,1253_SLHS_5345_001,,,319421659,1,003186,41661979,1,9299,0,Y,,1253+9299+SLHS+5345+001,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,5346,001,Dysphagia,Dysphagia,LSA,Lecture - Stand Alone,17,P,Speech Language Hearing Sci,In Person,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,24,24,E,Enrollment Section,Graded,3,1,Variable Credits,STORR,Storrs,STORRS,0341,146,CSRM,25,NYNNNNN,180,46800,57600,01:00:00 PM,04:00:00 PM,2025-01-21,2025-05-02,,,1,1,,,N,,,N,1,1,1253_SLHS_5346_001,,,319401659,1,003187,41662351,1,9300,0,Y,,1253+9300+SLHS+5346+001,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,5372,001,Central Auditory Disorders,Central Auditory Disorders,SEM,Seminar,8,P,Speech Language Hearing Sci,In Person,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,20,20,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0330,107,CONF,20,NYNNNNN,180,32700,43500,09:05:00 AM,12:05:00 PM,2025-01-21,2025-05-02,,,1,1,,,N,,,N,3,1,1253_SLHS_5372_001,,,319421660,1,003212,41658834,1,9301,0,Y,,1253+9301+SLHS+5372+001,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,5335,001,Fluency Disorders,Fluency Disorders,LSA,Lecture - Stand Alone,17,HB,Speech Language Hearing Sci,Hybrid,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,24,24,E,Enrollment Section,Graded,2,2,,STORR,Storrs,STORRS,0341,146,CSRM,25,NNNNNYN,110,28800,35400,08:00:00 AM,09:50:00 AM,2025-01-21,2025-05-02,,,1,1,,,N,,,N,2,1,1253_SLHS_5335_001,,,319401660,1,010090,41660626,1,9302,0,Y,,1253+9302+SLHS+5335+001,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,5282,003,Clinical Practicum in SLP,Clinical Practicum in Speech Language Pathology,PRA,Practicum,10,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,10,10,E,Enrollment Section,Satisfactory/Unsatisfactory,3,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,3,1,,,N,,,N,1,24,1253_SLHS_5282_003,,,319421661,1,010091,41665401,1,9303,0,Y,,1253+9303+SLHS+5282+003,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,5282,004,Clinical Practicum in SLP,Clinical Practicum in Speech Language Pathology,PRA,Practicum,6,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,10,10,E,Enrollment Section,Satisfactory/Unsatisfactory,3,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,4,1,,,N,,,N,1,24,1253_SLHS_5282_004,,,319401661,1,010091,41665401,1,9304,0,Y,,1253+9304+SLHS+5282+004,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,5282,005,Clinical Practicum in SLP,Clinical Practicum in Speech Language Pathology,PRA,Practicum,5,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,10,10,E,Enrollment Section,Satisfactory/Unsatisfactory,3,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,5,1,,,N,,,N,1,24,1253_SLHS_5282_005,,,319421662,1,010091,41665401,1,9305,0,Y,,1253+9305+SLHS+5282+005,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,5282,006,Clinical Practicum in SLP,Clinical Practicum in Speech Language Pathology,PRA,Practicum,7,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,10,10,E,Enrollment Section,Satisfactory/Unsatisfactory,3,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,6,1,,,N,,,N,1,24,1253_SLHS_5282_006,,,319401662,1,010091,41665401,1,9306,0,Y,,1253+9306+SLHS+5282+006,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,5282,007,Clinical Practicum in SLP,Clinical Practicum in Speech Language Pathology,PRA,Practicum,7,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,10,10,E,Enrollment Section,Satisfactory/Unsatisfactory,3,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,7,1,,,N,,,N,1,24,1253_SLHS_5282_007,,,319421663,1,010091,41665401,1,9307,0,Y,,1253+9307+SLHS+5282+007,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,5282,008,Clinical Practicum in SLP,Clinical Practicum in Speech Language Pathology,PRA,Practicum,1,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,5,5,E,Enrollment Section,Satisfactory/Unsatisfactory,3,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,8,1,,,N,,,N,1,24,1253_SLHS_5282_008,,,319401663,1,010091,41665401,1,9308,0,Y,,1253+9308+SLHS+5282+008,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,5482,001,Clinical Practicum Audiology,Clinical Practicum in Audiology,PRA,Practicum,8,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,15,15,E,Enrollment Section,Satisfactory/Unsatisfactory,3,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,1,1,,,N,,,N,1,24,1253_SLHS_5482_001,,,319421664,1,010092,41664382,1,9309,0,Y,,1253+9309+SLHS+5482+001,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,5482,002,Clinical Practicum Audiology,Clinical Practicum in Audiology,PRA,Practicum,8,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,15,15,E,Enrollment Section,Satisfactory/Unsatisfactory,3,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,2,1,,,N,,,N,1,24,1253_SLHS_5482_002,,,319401664,1,010092,41664382,1,9310,0,Y,,1253+9310+SLHS+5482+002,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,5482,003,Clinical Practicum Audiology,Clinical Practicum in Audiology,PRA,Practicum,8,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,15,15,E,Enrollment Section,Satisfactory/Unsatisfactory,3,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,3,1,,,N,,,N,1,24,1253_SLHS_5482_003,,,319421665,1,010092,41664382,1,9311,0,Y,,1253+9311+SLHS+5482+003,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,5482,004,Clinical Practicum Audiology,Clinical Practicum in Audiology,PRA,Practicum,5,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,10,10,E,Enrollment Section,Satisfactory/Unsatisfactory,3,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,4,1,,,N,,,N,1,24,1253_SLHS_5482_004,,,319401665,1,010092,41664382,1,9312,0,Y,,1253+9312+SLHS+5482+004,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,5349,001,Lang Dis II:  School Age,Language Disorders II: School Age Population,LSA,Lecture - Stand Alone,17,P,Speech Language Hearing Sci,In Person,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,20,20,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0341,147,CLIN,24,NNNYNNN,150,29700,38700,08:15:00 AM,10:45:00 AM,2025-01-21,2025-05-02,,,1,1,,,N,,,N,3,1,1253_SLHS_5349_001,,,319421666,1,010097,41661782,1,9313,0,Y,,1253+9313+SLHS+5349+001,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,5362,001,Advanced Speech Science II,Advanced Speech Science II,LSA,Lecture - Stand Alone,26,HB,Speech Language Hearing Sci,Hybrid,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,30,30,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0486,107,CSRM,32,NNNYNNN,90,64800,70200,06:00:00 PM,07:30:00 PM,2025-01-21,2025-05-02,,,1,1,,,N,,,N,3,1,1253_SLHS_5362_001,,,319401666,1,010109,41661761,1,9314,0,Y,,1253+9314+SLHS+5362+001,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,1150,001,Intro Communication Disorders,Introduction to Communication Disorders,LSA,Lecture - Stand Alone,175,P,Speech Language Hearing Sci,In Person,,SPEECH,Speech Lang and Hearing Sci,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,175,175,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0487,101,CSRM,208,NNYNYNN,75,55800,60300,03:30:00 PM,04:45:00 PM,2025-01-21,2025-05-02,,,1,1,,,N,01071,SLHS 1150/W,N,3,1,1253_SLHS_1150_001,,,319401786,1,012360,41661906,1,9315,0,Y,,1253+9315+SLHS+1150+001,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,1150,002,Intro Communication Disorders,Introduction to Communication Disorders,LSA,Lecture - Stand Alone,106,P,Speech Language Hearing Sci,In Person,,SPEECH,Speech Lang and Hearing Sci,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,118,118,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0486,101,CSRM,200,NYNYNNN,75,60000,64500,04:40:00 PM,05:55:00 PM,2025-01-21,2025-05-02,,,2,2,,,N,01071,SLHS 1150/W,N,3,1,1253_SLHS_1150_002,,,319421787,1,012360,41661906,1,9316,0,Y,,1253+9316+SLHS+1150+002,1,1253-0249,175,150,B,SLHS 1150/1150W (002),C
Class of Record,1253,Spring2025,2024,SLHS,4296W,005,Senior Thesis,Senior Thesis,IND,Independent Study,1,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,19,19,E,Enrollment Section,Honors Credit,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,5,1,,,N,,,N,1,1,1253_SLHS_4296W_005,,,319401788,1,012751,41658830,1,9319,0,Y,,1253+9319+SLHS+4296W+005,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,4296W,006,Senior Thesis,Senior Thesis,IND,Independent Study,1,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,19,19,E,Enrollment Section,Honors Credit,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,6,1,,,N,,,N,1,1,1253_SLHS_4296W_006,,,319421789,1,012751,41658830,1,9320,0,Y,,1253+9320+SLHS+4296W+006,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,4296W,013,Senior Thesis,Senior Thesis,IND,Independent Study,1,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,5,5,E,Enrollment Section,Honors Credit,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,13,1,,,N,,,N,1,1,1253_SLHS_4296W_013,,,319421792,1,012751,41658830,1,9326,0,Y,,1253+9326+SLHS+4296W+013,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,3295,003,Special Topics,Special Topics,LSA,Lecture - Stand Alone,20,P,Speech Language Hearing Sci,In Person,Coll Lrng & Acad Engmnt,SPEECH,Speech Lang and Hearing Sci,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,40,40,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,0486,105,CSRM,40,NNNYNNN,50,56100,59100,03:35:00 PM,04:25:00 PM,2025-01-21,2025-05-02,,,3,1,,,Y,,,N,1,99,1253_SLHS_3295_003,,,319401792,1,012753,41662590,1,9328,3,Y,41647748,1253+9328+SLHS+3295+003,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,3299,001,Independent Study,Independent Study,IND,Independent Study,4,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,10,10,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,1,1,,,Y,,,N,1,99,1253_SLHS_3299_001,,,319421793,1,012754,41658231,1,9329,0,Y,,1253+9329+SLHS+3299+001,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,3299,002,Independent Study,Independent Study,IND,Independent Study,3,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,10,10,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,2,1,,,Y,,,N,1,99,1253_SLHS_3299_002,,,319401793,1,012754,41658231,1,9330,0,Y,,1253+9330+SLHS+3299+002,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,3299,005,Independent Study,Independent Study,IND,Independent Study,4,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,10,10,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,5,1,,,Y,,,N,1,99,1253_SLHS_3299_005,,,319422428,1,012754,41658231,1,9332,0,Y,,1253+9332+SLHS+3299+005,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,3299,006,Independent Study,Independent Study,IND,Independent Study,1,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,30,30,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,6,1,,,Y,,,N,1,99,1253_SLHS_3299_006,,,319402428,1,012754,41658231,1,9333,0,Y,,1253+9333+SLHS+3299+006,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,3299,007,Independent Study,Independent Study,IND,Independent Study,8,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,10,10,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,7,1,,,Y,,,N,1,99,1253_SLHS_3299_007,,,319422429,1,012754,41658231,1,9334,0,Y,,1253+9334+SLHS+3299+007,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,3299,010,Independent Study,Independent Study,IND,Independent Study,6,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,15,15,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,10,1,,,Y,,,N,1,99,1253_SLHS_3299_010,,,319402429,1,012754,41658231,1,9335,0,Y,,1253+9335+SLHS+3299+010,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,3299,011,Independent Study,Independent Study,IND,Independent Study,1,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,10,10,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,11,1,,,Y,,,N,1,99,1253_SLHS_3299_011,,,319422430,1,012754,41658231,1,9336,0,Y,,1253+9336+SLHS+3299+011,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,3299,012,Independent Study,Independent Study,IND,Independent Study,2,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,30,30,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,12,1,,,Y,,,N,1,99,1253_SLHS_3299_012,,,319402430,1,012754,41658231,1,9337,0,Y,,1253+9337+SLHS+3299+012,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,3299,013,Independent Study,Independent Study,IND,Independent Study,6,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,13,1,,,Y,,,N,1,99,1253_SLHS_3299_013,,,319402556,1,012754,41658231,1,9338,0,Y,,1253+9338+SLHS+3299+013,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,3299,015,Independent Study,Independent Study,IND,Independent Study,16,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,15,15,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,15,1,,,Y,,,N,1,99,1253_SLHS_3299_015,,,319402557,1,012754,41658231,1,9340,0,Y,,1253+9340+SLHS+3299+015,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,6369,001,Topics in Audiology,Topics in Audiology,LSA,Lecture - Stand Alone,7,P,Speech Language Hearing Sci,In Person,LEND Seminar,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,20,20,E,Enrollment Section,Graded,3,1,Variable Credits,STORR,Storrs,STORRS,0341,147,CLIN,24,NNNNYNN,60,66600,70200,06:30:00 PM,07:30:00 PM,2025-01-21,2025-05-02,,,1,1,,,Y,,,N,1,5,1253_SLHS_6369_001,,,319402558,1,010116,41662636,1,9342,11,Y,41651862,1253+9342+SLHS+6369+001,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,6369,002,Topics in Audiology,Topics in Audiology,LSA,Lecture - Stand Alone,14,AR,Speech Language Hearing Sci,By Arrangement,Audiology Grand Rounds,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,20,20,E,Enrollment Section,Graded,3,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,2,1,,,Y,,,N,1,5,1253_SLHS_6369_002,,,319422559,1,010116,41662636,1,9343,12,Y,41651862,1253+9343+SLHS+6369+002,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,6300,007,Ind.Study in Comm Disorders,Independent Study in Communication Disorders,IND,Independent Study,1,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,10,10,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,7,1,,,N,,,N,1,6,1253_SLHS_6300_007,,,319422561,1,012860,41658885,1,9347,0,Y,,1253+9347+SLHS+6300+007,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,6300,010,Ind.Study in Comm Disorders,Independent Study in Communication Disorders,IND,Independent Study,1,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,1,1,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,10,1,,,N,,,N,1,6,1253_SLHS_6300_010,,,319402562,1,012860,41658885,1,9350,0,Y,,1253+9350+SLHS+6300+010,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,6319,001,Practicum in Research,Practicum in Research,PRA,Practicum,1,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,10,10,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,1,1,,,N,,,N,1,6,1253_SLHS_6319_001,,,319402563,1,012861,41656829,1,9352,0,Y,,1253+9352+SLHS+6319+001,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,6319,002,Practicum in Research,Practicum in Research,PRA,Practicum,2,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,2,1,,,N,,,N,1,6,1253_SLHS_6319_002,,,319422564,1,012861,41656829,1,9353,0,Y,,1253+9353+SLHS+6319+002,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,6319,004,Practicum in Research,Practicum in Research,PRA,Practicum,1,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,10,10,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,4,1,,,N,,,N,1,6,1253_SLHS_6319_004,,,319402564,1,012861,41656829,1,9354,0,Y,,1253+9354+SLHS+6319+004,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,6319,008,Practicum in Research,Practicum in Research,PRA,Practicum,1,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,10,10,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,8,1,,,N,,,N,1,6,1253_SLHS_6319_008,,,319422566,1,012861,41656829,1,9357,0,Y,,1253+9357+SLHS+6319+008,,,,,,,
Class of Record,1253,Spring2025,2024,SLHS,6319,009,Practicum in Research,Practicum in Research,PRA,Practicum,1,AR,Speech Language Hearing Sci,By Arrangement,,SPEECH,Speech Lang and Hearing Sci,GRAD,Graduate,CLAS,Col Liberal Arts and Sciences,10,10,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2025-01-21,2025-05-02,,,9,1,,,N,,,N,1,6,1253_SLHS_6319_009,,,319402566,1,012861,41656829,1,9358,0,Y,,1253+9358+SLHS+6319+009,,,,,,,
